OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150202_0955,2015-02-02,09:55:00,PST,KLAMATHTRIBES_WQX-SR0050,STORET-584118375,,,,Phosphorus,Total,33,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150202_0955,2015-02-02,09:55:00,PST,KLAMATHTRIBES_WQX-SR0050,STORET-584118380,,,as N,Nitrogen,Total,99,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150224_1015,2015-02-24,10:15:00,PST,KLAMATHTRIBES_WQX-SR0050,STORET-584118577,,,,Phosphorus,Total,32,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150224_1015,2015-02-24,10:15:00,PST,KLAMATHTRIBES_WQX-SR0050,STORET-584118582,,,as N,Nitrogen,Total,103,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150311_1005,2015-03-11,10:05:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584118704,,,,Phosphorus,Total,35,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150311_1005,2015-03-11,10:05:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584118709,,,as N,Nitrogen,Total,93,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150323_1029,2015-03-23,10:29:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584118794,,,,Phosphorus,Total,37,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150323_1029,2015-03-23,10:29:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584118799,,,as N,Nitrogen,Total,161,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150407_1035,2015-04-07,10:35:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584118921,,,,Phosphorus,Total,40,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150407_1035,2015-04-07,10:35:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584118926,,,as N,Nitrogen,Total,100,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150420_1055,2015-04-20,10:55:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119043,,,,Phosphorus,Total,36,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150420_1055,2015-04-20,10:55:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119048,,,as N,Nitrogen,Total,110,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150504_1111,2015-05-04,11:11:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119177,,,,Phosphorus,Total,34,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150504_1111,2015-05-04,11:11:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119182,,,as N,Nitrogen,Total,106,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150519_1025,2015-05-19,10:25:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119304,,,,Phosphorus,Total,37,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150519_1025,2015-05-19,10:25:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119309,,,as N,Nitrogen,Total,124,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150601_1045,2015-06-01,10:45:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119334,,,,Phosphorus,Total,35,ug/l,,Final,,Actual,,,,,,,,,,4.a. NH4 original 0.010 0.023 0.065 1st rerun 0.010 0.010 0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150601_1045,2015-06-01,10:45:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119339,,,as N,Nitrogen,Total,127,ug/l,,Final,,Actual,,,,,,,,,,4.a. NH4 original 0.010 0.023 0.065 1st rerun 0.010 0.010 0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150616_1035,2015-06-16,10:35:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119497,,,,Phosphorus,Total,47,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150616_1035,2015-06-16,10:35:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119502,,,as N,Nitrogen,Total,127,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150630_1045,2015-06-30,10:45:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119624,,,,Phosphorus,Total,40,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150630_1045,2015-06-30,10:45:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119629,,,as N,Nitrogen,Total,109,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150727_0930,2015-07-27,09:30:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119684,,,,Phosphorus,Total,35,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150727_0930,2015-07-27,09:30:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119689,,,as N,Nitrogen,Total,105,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150810_1040,2015-08-10,10:40:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119806,,,,Phosphorus,Total,28,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150810_1040,2015-08-10,10:40:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119811,,,as N,Nitrogen,Total,117,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150824_0950,2015-08-24,09:50:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119940,,,,Phosphorus,Total,32,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150824_0950,2015-08-24,09:50:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584119945,,,as N,Nitrogen,Total,133,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150908_1000,2015-09-08,10:00:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584120060,,,,Phosphorus,Total,34,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150908_1000,2015-09-08,10:00:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584120065,,,as N,Nitrogen,Total,95,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150921_1018,2015-09-21,10:18:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584120187,,,,Phosphorus,Total,32,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20150921_1018,2015-09-21,10:18:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584120192,,,as N,Nitrogen,Total,116,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20151005_1010,2015-10-05,10:10:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584120314,,,,Phosphorus,Total,29,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20151005_1010,2015-10-05,10:10:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584120319,,,as N,Nitrogen,Total,83,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20151019_1010,2015-10-19,10:10:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584120436,,,,Phosphorus,Total,34,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20151019_1010,2015-10-19,10:10:00,PDT,KLAMATHTRIBES_WQX-SR0050,STORET-584120441,,,as N,Nitrogen,Total,98,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20151102_1115,2015-11-02,11:15:00,PST,KLAMATHTRIBES_WQX-SR0050,STORET-584120570,,,,Phosphorus,Total,36,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20151102_1115,2015-11-02,11:15:00,PST,KLAMATHTRIBES_WQX-SR0050,STORET-584120575,,,as N,Nitrogen,Total,73,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20151116_0945,2015-11-16,09:45:00,PST,KLAMATHTRIBES_WQX-SR0050,STORET-584120690,,,,Phosphorus,Total,65,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20151116_0945,2015-11-16,09:45:00,PST,KLAMATHTRIBES_WQX-SR0050,STORET-584120695,,,as N,Nitrogen,Total,44,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20151215_1010,2015-12-15,10:10:00,PST,KLAMATHTRIBES_WQX-SR0050,STORET-584120853,,,,Phosphorus,Total,48,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20151215_1010,2015-12-15,10:10:00,PST,KLAMATHTRIBES_WQX-SR0050,STORET-584120858,,,as N,Nitrogen,Total,180,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010103_0000,2001-01-03,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734074,,,,Phosphorus,Total,71,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010103_0000,2001-01-03,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734078,,,as N,Nitrogen,Total,258,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010125_0000,2001-01-25,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734094,,,,Phosphorus,Total,75,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010125_0000,2001-01-25,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734098,,,as N,Nitrogen,Total,260,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010208_0000,2001-02-08,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734119,,,,Phosphorus,Total,75,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010208_0000,2001-02-08,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734123,,,as N,Nitrogen,Total,216,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010220_0000,2001-02-20,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734145,,,,Phosphorus,Total,72,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010220_0000,2001-02-20,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734149,,,as N,Nitrogen,Total,143,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010308_0000,2001-03-08,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734165,,,,Phosphorus,Total,70,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010308_0000,2001-03-08,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734169,,,as N,Nitrogen,Total,274,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010319_0000,2001-03-19,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734196,,,,Phosphorus,Total,74,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010319_0000,2001-03-19,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734200,,,as N,Nitrogen,Total,356,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010402_0000,2001-04-02,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734221,,,,Phosphorus,Total,79,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010402_0000,2001-04-02,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734225,,,as N,Nitrogen,Total,482,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010416_0000,2001-04-16,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734242,,,,Phosphorus,Total,72,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010416_0000,2001-04-16,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734246,,,as N,Nitrogen,Total,313,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010523_0000,2001-05-23,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734262,,,,Phosphorus,Total,90,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010523_0000,2001-05-23,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734266,,,as N,Nitrogen,Total,414,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010621_0000,2001-06-21,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734308,,,,Phosphorus,Total,79,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010621_0000,2001-06-21,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734312,,,as N,Nitrogen,Total,217,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010703_0000,2001-07-03,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734333,,,,Phosphorus,Total,76,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
